Timestamp,GPU,# of GPUs,Server,Concurrency,Model,# of Requests,BatchSize,Theta (inf/s),Time to inference
22:07:13.503817,V100,1,1,1,small_lstm,32768,1,179.59507041219126,182.45489658927545
22:10:21.589045,V100,1,1,2,small_lstm,32768,1,245.45068830191127,267.00271428609267
22:14:46.140520,V100,1,1,4,small_lstm,32768,1,480.18197450503277,272.9631826248951
22:19:16.387445,V100,1,1,6,small_lstm,32768,1,623.8758327748249,315.13963143201545
22:24:31.702299,V100,1,1,8,small_lstm,32768,1,922.66408614653,284.11640155501664
22:29:15.672040,V100,1,1,1,small_lstm,32768,2,493.8709396977679,132.698635882698
22:31:28.410621,V100,1,1,2,small_lstm,32768,2,506.5481700610607,258.75525319576263
22:35:47.304950,V100,1,1,4,small_lstm,32768,2,996.9525297082598,262.9453180450946
22:40:10.242750,V100,1,1,6,small_lstm,32768,2,1142.278723069172,344.238224925939
22:45:54.544511,V100,1,1,8,small_lstm,32768,2,1933.7508646333029,271.12489493284374
22:50:25.599032,V100,1,1,1,small_lstm,32768,4,1002.4932499069976,130.7460175040178
22:52:36.365890,V100,1,1,2,small_lstm,32768,4,1023.0548844029809,256.2364971777424
22:56:52.645984,V100,1,1,4,small_lstm,32768,4,1937.4751734162417,270.60372550506145
23:01:23.328809,V100,1,1,6,small_lstm,32768,4,2724.023225524491,288.7023842642084
23:06:12.135855,V100,1,1,8,small_lstm,32768,4,3442.397133503686,304.6063424218446
23:11:16.635327,V100,1,1,1,small_lstm,32768,8,1871.3737098161544,140.08105309214443
23:13:36.739263,V100,1,1,2,small_lstm,32768,8,1907.3449830424074,274.8784329323098
23:18:11.648528,V100,1,1,4,small_lstm,32768,8,3362.898636971436,311.8071976574138
23:23:23.669680,V100,1,1,6,small_lstm,32768,8,4371.498211225565,359.79975834395736
23:29:23.626530,V100,1,1,8,small_lstm,32768,8,5811.8199755578025,360.8425603029318
23:35:24.365369,V100,1,1,1,small_lstm,32768,16,3667.14672061185,142.96891832910478
23:37:47.643205,V100,1,1,2,small_lstm,32768,16,3795.6455336021254,276.2576196109876
23:42:24.023875,V100,1,1,4,small_lstm,32768,16,7080.874757030972,296.1713166749105
23:47:20.278014,V100,1,1,6,small_lstm,32768,16,8760.72272406494,359.07174545759335
23:53:19.496012,V100,1,1,8,small_lstm,32768,16,9878.11428954882,424.60573719395325
00:00:24.049845,V100,1,1,1,small_lstm,32768,32,6233.455355706561,168.21745567489415
00:03:12.846375,V100,1,1,2,small_lstm,32768,32,7021.892992441627,298.65906561911106
00:08:11.615359,V100,1,1,4,small_lstm,32768,32,12653.371822223184,331.47717927908525
00:13:43.207232,V100,1,1,6,small_lstm,32768,32,16742.26872125379,375.782763062045
00:19:59.713489,V100,1,1,8,small_lstm,32768,32,26302.99544655326,318.92215535091236
00:25:18.527404,V100,1,1,1,small_lstm,32768,64,13719.10284186204,152.8636401500553
00:27:51.396586,V100,1,1,2,small_lstm,32768,64,14184.691920000143,295.69228740781546
00:32:47.346557,V100,1,1,4,small_lstm,32768,64,18881.01908180655,444.287883172743
00:40:11.824336,V100,1,1,6,small_lstm,32768,64,39356.115434995416,319.71935900999233
00:45:31.657462,V100,1,1,8,small_lstm,32768,64,45872.15860431394,365.7385331420228
00:51:37.388717,V100,1,1,1,small_lstm,32768,128,25867.433327823357,162.14612199226394
00:54:19.575270,V100,1,1,2,small_lstm,32768,128,26967.749330199676,311.06073767179623
00:59:30.739424,V100,1,1,4,small_lstm,32768,128,51926.172030427115,323.09749292070046
01:04:54.080879,V100,1,1,6,small_lstm,32768,128,67592.36323109182,372.31756365671754
01:11:06.529092,V100,1,1,8,small_lstm,32768,128,88968.9292788298,377.1477556489408
01:17:23.700180,V100,1,1,1,small_lstm,32768,256,33136.24115011505,253.15508666168898
01:22:09.270526,V100,1,1,2,small_lstm,32768,256,42988.14922946659,390.2753735790029
01:28:29.329649,V100,1,1,4,small_lstm,32768,256,75294.92353496149,445.64003022620454
01:35:45.830885,V100,1,1,6,small_lstm,32768,256,43069.61893148413,1168.6114074997604
01:55:18.282159,V100,1,1,8,small_lstm,32768,256,168887.15213104893,397.35920200683177
02:01:38.980574,V100,1,1,1,small_lstm,32768,512,68087.99206931895,246.40491649275646
02:05:59.868944,V100,1,1,2,small_lstm,32768,512,16588.91546044431,2022.7019710848108
02:39:53.782207,V100,1,1,4,small_lstm,32768,512,1861232.6406513327,36.05613964330405
02:40:04.798177,V100,1,1,6,small_lstm,32768,512,6797262.196008527,14.809388412162662
02:40:19.827761,V100,1,1,8,small_lstm,32768,512,6750402.912955651,19.882921024225652
02:40:39.134231,V100,1,1,1,small_lstm,32768,1024,7722869.376692073,4.344814131036401
02:40:43.556864,V100,1,1,2,small_lstm,32768,1024,13361977.240809312,5.022375266067684
02:40:48.767649,V100,1,1,4,small_lstm,32768,1024,13749439.727839978,9.76168706919998
02:40:58.637486,V100,1,1,6,small_lstm,32768,1024,13500891.017394682,14.912096671294421
02:41:13.774758,V100,1,1,8,small_lstm,32768,1024,13484201.865535464,19.90740413684398
02:41:33.092221,V100,1,1,1,small_lstm,32768,2048,14930364.008169431,4.494790881406516
02:41:37.798725,V100,1,1,2,small_lstm,32768,2048,26057683.22997103,5.15079283202067
02:41:43.322008,V100,1,1,4,small_lstm,32768,2048,26314524.8532061,10.201037544757128
02:41:57.048781,V100,1,1,6,small_lstm,32768,2048,22776201.238527954,17.67868046928197
02:42:11.280050,V100,1,1,8,small_lstm,32768,2048,26296277.22351518,20.41623258823529
02:42:31.041703,V100,1,1,1,small_lstm,32768,4096,15836157.173753385,8.475397568196058
02:42:43.163408,V100,1,1,2,small_lstm,32768,4096,23895970.82522865,11.233502834569663
02:42:58.546719,V100,1,1,4,small_lstm,32768,4096,36150754.866668835,14.850890776142478
02:43:15.554116,V100,1,1,6,small_lstm,32768,4096,38961768.72365881,20.66914296709001
02:43:26.918611,V100,1,1,8,small_lstm,32768,4096,53109418.96152674,20.21754040988162
02:43:46.496635,V100,1,1,1,medium_cnn,32768,1,7547.299671154005,4.3416852951049805
02:43:50.909397,V100,1,1,2,medium_cnn,32768,1,13146.958727410774,4.984879116062075
02:43:56.043617,V100,1,1,4,medium_cnn,32768,1,13454.009820728597,9.742225681897253
02:44:05.993579,V100,1,1,6,medium_cnn,32768,1,13291.714140984204,14.791771619115025
02:44:21.006891,V100,1,1,8,medium_cnn,32768,1,13041.867495584404,20.100188879296184
02:44:40.466006,V100,1,1,1,medium_cnn,32768,2,14926.113998259156,4.390694055240601
02:44:44.933643,V100,1,1,2,medium_cnn,32768,2,26347.776845785702,4.974689165130258
02:44:50.057053,V100,1,1,4,medium_cnn,32768,2,26861.541028528583,9.759082687087357
02:44:59.951733,V100,1,1,6,medium_cnn,32768,2,26336.927517938308,14.93021536897868
02:45:15.050881,V100,1,1,8,medium_cnn,32768,2,26392.744694076846,19.864853241946548
02:45:34.393604,V100,1,1,1,medium_cnn,32768,4,29934.15072914304,4.37867775792256
02:45:38.846156,V100,1,1,2,medium_cnn,32768,4,52744.420333247224,4.970080215949565
02:45:43.949505,V100,1,1,4,medium_cnn,32768,4,53471.42706459958,9.805012298747897
02:45:53.942249,V100,1,1,6,medium_cnn,32768,4,53004.474025650874,14.837087141349912
02:46:08.915717,V100,1,1,8,medium_cnn,32768,4,52675.00887294838,19.906517766881734
02:46:28.299480,V100,1,1,1,medium_cnn,32768,8,62506.23271786,4.193885771092027
02:46:32.575288,V100,1,1,2,medium_cnn,32768,8,105404.86157498877,4.97404002211988
02:46:37.687442,V100,1,1,4,medium_cnn,32768,8,105966.79158157835,9.895326491910964
02:46:47.781257,V100,1,1,6,medium_cnn,32768,8,105392.118952701,14.9239242519252
02:47:02.816264,V100,1,1,8,medium_cnn,32768,8,105256.88754661426,19.924130846746266
02:47:22.218923,V100,1,1,1,medium_cnn,32768,16,120867.81338359884,4.337697401177138
02:47:26.625190,V100,1,1,2,medium_cnn,32768,16,211227.54906913816,4.964200951159
02:47:31.721850,V100,1,1,4,medium_cnn,32768,16,212831.76420901515,9.853566772770137
02:47:41.800027,V100,1,1,6,medium_cnn,32768,16,209863.90715603824,14.98937117215246
02:47:56.963086,V100,1,1,8,medium_cnn,32768,16,208095.43899163927,20.155674820765853
02:48:16.527981,V100,1,1,1,medium_cnn,32768,32,225191.821391514,4.656368040014058
02:48:21.855289,V100,1,1,2,medium_cnn,32768,32,370195.98804418865,5.664977654349059
02:48:28.912557,V100,1,1,4,medium_cnn,32768,32,366033.35334988625,11.458802761044353
02:48:51.207175,V100,1,1,6,medium_cnn,32768,32,273890.89040114253,22.970665401779115
02:49:05.725278,V100,1,1,8,medium_cnn,32768,32,352701.05988064787,23.783903577830642
02:49:25.072020,V100,1,1,1,medium_cnn,32768,64,454484.94706060697,4.614348645787686
02:49:29.763958,V100,1,1,2,medium_cnn,32768,64,834923.4333876652,5.023579207714647
02:49:34.920870,V100,1,1,4,medium_cnn,32768,64,806465.5161937003,10.401694593951106
02:49:45.466976,V100,1,1,6,medium_cnn,32768,64,809745.1870473681,15.539347687736154
02:50:01.179425,V100,1,1,8,medium_cnn,32768,64,803876.3087979415,20.870394880883396
02:50:21.529765,V100,1,1,1,medium_cnn,32768,128,874712.381105011,4.795066459104419
02:50:26.400475,V100,1,1,2,medium_cnn,32768,128,1577062.3878582004,5.319135162048042
02:50:31.858127,V100,1,1,4,medium_cnn,32768,128,1539785.3599480432,10.895814726129174
02:50:42.954469,V100,1,1,6,medium_cnn,32768,128,1554766.7680641864,16.1862373938784
02:50:59.257700,V100,1,1,8,medium_cnn,32768,128,1544645.1860497,21.723067732993513
02:51:20.458867,V100,1,1,1,medium_cnn,32768,256,1669017.7934686902,5.0260746367275715
02:51:25.552142,V100,1,1,2,medium_cnn,32768,256,2925424.2552620056,5.734968516044319
02:51:31.439429,V100,1,1,4,medium_cnn,32768,256,2862393.0977905584,11.722510100342333
02:51:43.341612,V100,1,1,6,medium_cnn,32768,256,2871364.4214941775,17.528826234396547
02:52:01.035350,V100,1,1,8,medium_cnn,32768,256,2857717.4883829206,23.483379400800914
02:52:23.964106,V100,1,1,1,medium_cnn,32768,512,3024905.7163454248,5.546359977219254
02:52:29.695757,V100,1,1,2,medium_cnn,32768,512,4953366.198941309,6.774066493846476
02:52:36.807758,V100,1,1,4,medium_cnn,32768,512,4802773.82251161,13.972938655875623
02:52:54.769765,V100,1,1,6,medium_cnn,32768,512,4220437.8299421985,23.8513870020397
02:53:19.045264,V100,1,1,8,medium_cnn,32768,512,4235011.2354308665,31.692413676995784
02:53:45.811723,V100,1,1,1,medium_cnn,32768,1024,2947097.177596245,11.385587233118713
02:53:57.274324,V100,1,1,2,medium_cnn,32768,1024,7995693.670084939,8.393125946167856
02:54:05.811228,V100,1,1,4,medium_cnn,32768,1024,7766356.453790102,17.281942800153047
02:54:23.248005,V100,1,1,6,medium_cnn,32768,1024,7828462.418434674,25.717258541844785
